,location,station_id,date,flow
194,stlouis,4024000,7/13/2011,34.54655334
195,stlouis,4024000,7/14/2011,32.28120558
196,stlouis,4024000,7/15/2011,30.29902629
197,stlouis,4024000,7/16/2011,27.77882691
198,stlouis,4024000,7/17/2011,25.9665487
199,stlouis,4024000,7/18/2011,24.23922103
200,stlouis,4024000,7/19/2011,24.60734004
201,stlouis,4024000,7/20/2011,31.43170017
202,stlouis,4024000,7/21/2011,31.43170017
203,stlouis,4024000,7/22/2011,31.99803711
204,stlouis,4024000,7/23/2011,31.1485317
205,stlouis,4024000,7/24/2011,30.58219476
206,stlouis,4024000,7/25/2011,32.56437405
207,stlouis,4024000,7/26/2011,29.44952088
208,stlouis,4024000,7/27/2011,27.86377745
209,stlouis,4024000,7/28/2011,28.88318394
210,stlouis,4024000,7/29/2011,29.44952088
211,stlouis,4024000,7/30/2011,26.56120249
212,stlouis,4024000,7/31/2011,24.69229058
213,stlouis,4024000,8/1/2011,23.21981454
214,stlouis,4024000,8/2/2011,143.2832458
215,stlouis,4024000,8/3/2011,249.7545905
216,stlouis,4024000,8/4/2011,167.0693973
217,stlouis,4024000,8/5/2011,118.3644205
218,stlouis,4024000,8/6/2011,95.71094286
219,stlouis,4024000,8/7/2011,87.21588876
220,stlouis,4024000,8/8/2011,84.950541
221,stlouis,4024000,8/9/2011,94.57826898
222,stlouis,4024000,8/10/2011,88.63173111
223,stlouis,4024000,8/11/2011,80.98618242
224,stlouis,4024000,8/12/2011,67.9604328
225,stlouis,4024000,8/13/2011,70.22578056
226,stlouis,4024000,8/14/2011,75.60598149
227,stlouis,4024000,8/15/2011,70.22578056
228,stlouis,4024000,8/16/2011,62.58023187
229,stlouis,4024000,8/17/2011,58.61587329
230,stlouis,4024000,8/18/2011,52.66933542
231,stlouis,4024000,8/19/2011,49.55448225
232,stlouis,4024000,8/20/2011,42.4752705
233,stlouis,4024000,8/21/2011,41.05942815
234,stlouis,4024000,8/22/2011,34.82972181
235,stlouis,4024000,8/23/2011,35.11289028
236,stlouis,4024000,8/24/2011,33.13071099
237,stlouis,4024000,8/25/2011,30.86536323
238,stlouis,4024000,8/26/2011,27.63724267
239,stlouis,4024000,8/27/2011,28.28853015
240,stlouis,4024000,8/28/2011,25.17367698
241,stlouis,4024000,8/29/2011,23.84278517
242,stlouis,4024000,8/30/2011,21.60575426
243,stlouis,4024000,8/31/2011,22.20040805
244,stlouis,4024000,9/1/2011,21.97387327
245,stlouis,4024000,9/2/2011,20.64298146
246,stlouis,4024000,9/3/2011,21.88892273
247,stlouis,4024000,9/4/2011,22.90832922
248,stlouis,4024000,9/5/2011,21.06773417
249,stlouis,4024000,9/6/2011,18.97228749
250,stlouis,4024000,9/7/2011,18.83070326
251,stlouis,4024000,9/8/2011,17.16000928
252,stlouis,4024000,9/9/2011,16.0273354
253,stlouis,4024000,9/10/2011,16.05565225
254,stlouis,4024000,9/11/2011,16.16891964
255,stlouis,4024000,9/12/2011,14.89466152
256,stlouis,4024000,9/13/2011,13.30891809
257,stlouis,4024000,9/14/2011,14.07347296
258,stlouis,4024000,9/15/2011,13.47881917
259,stlouis,4024000,9/16/2011,12.11961052
260,stlouis,4024000,9/17/2011,12.09129367
261,stlouis,4024000,9/18/2011,12.62931376
262,stlouis,4024000,9/19/2011,15.65921639
263,stlouis,4024000,9/20/2011,13.81862134
264,stlouis,4024000,9/21/2011,13.11070016
265,stlouis,4024000,9/22/2011,13.79030449
266,stlouis,4024000,9/23/2011,15.91406801
267,stlouis,4024000,9/24/2011,16.42377126
268,stlouis,4024000,9/25/2011,15.63089954
269,stlouis,4024000,9/26/2011,13.2522844
270,stlouis,4024000,9/27/2011,13.08238331
271,stlouis,4024000,9/28/2011,11.04357033
272,stlouis,4024000,9/29/2011,12.85584854
273,stlouis,4024000,9/30/2011,13.62040341
274,stlouis,4024000,10/1/2011,13.62040341
275,stlouis,4024000,10/2/2011,12.34614529
276,stlouis,4024000,10/3/2011,11.12852087
277,stlouis,4024000,10/4/2011,10.87366925
278,stlouis,4024000,10/5/2011,12.43109583
279,stlouis,4024000,10/6/2011,14.35664143
280,stlouis,4024000,10/7/2011,13.16733386
281,stlouis,4024000,10/8/2011,12.03465998
282,stlouis,4024000,10/9/2011,11.66654096
283,stlouis,4024000,10/10/2011,11.29842195
284,stlouis,4024000,10/11/2011,11.18515457
285,stlouis,4024000,10/12/2011,11.86475889
286,stlouis,4024000,10/13/2011,17.24495982
287,stlouis,4024000,10/14/2011,17.64139568
288,stlouis,4024000,10/15/2011,15.6025827
289,stlouis,4024000,10/16/2011,14.83802783
290,stlouis,4024000,10/17/2011,15.34773107
291,stlouis,4024000,10/18/2011,15.37604792
292,stlouis,4024000,10/19/2011,16.45208811
293,stlouis,4024000,10/20/2011,16.93347451
294,stlouis,4024000,10/21/2011,16.5087218
295,stlouis,4024000,10/22/2011,13.87525503
296,stlouis,4024000,10/23/2011,14.52654251
297,stlouis,4024000,10/24/2011,16.84852397
298,stlouis,4024000,10/25/2011,15.57426585
299,stlouis,4024000,10/26/2011,14.61149305
300,stlouis,4024000,10/27/2011,14.27169089
301,stlouis,4024000,10/28/2011,14.10178981
302,stlouis,4024000,10/29/2011,15.65921639
303,stlouis,4024000,10/30/2011,14.10178981
304,stlouis,4024000,10/31/2011,13.98852242
305,stlouis,4024000,11/1/2011,13.59208656
306,stlouis,4024000,11/2/2011,13.64872025
307,stlouis,4024000,11/3/2011,15.48931531
308,stlouis,4024000,11/4/2011,14.52654251
309,stlouis,4024000,11/5/2011,13.42218548
310,stlouis,4024000,11/6/2011,14.44159197
311,stlouis,4024000,11/7/2011,15.6025827
312,stlouis,4024000,11/8/2011,15.26278053
313,stlouis,4024000,11/9/2011,14.32832458
314,stlouis,4024000,11/10/2011,14.30000774
315,stlouis,4024000,11/11/2011,14.04515611
316,stlouis,4024000,11/12/2011,14.01683927
317,stlouis,4024000,11/13/2011,12.43109583
318,stlouis,4024000,11/14/2011,13.53545287
319,stlouis,4024000,11/15/2011,15.09287945
320,stlouis,4024000,11/16/2011,16.19723648
321,stlouis,4024000,11/17/2011,13.79030449
322,stlouis,4024000,11/18/2011,12.770898
323,stlouis,4024000,11/19/2011,13.7336708
324,stlouis,4024000,11/20/2011,13.70535395
325,stlouis,4024000,11/21/2011,12.00634313
326,stlouis,4024000,11/22/2011,14.30000774
327,stlouis,4024000,11/23/2011,17.4714946
328,stlouis,4024000,11/24/2011,21.40753633
329,stlouis,4024000,11/25/2011,23.19149769
330,stlouis,4024000,11/26/2011,21.6907048
331,stlouis,4024000,11/27/2011,22.03050697
332,stlouis,4024000,11/28/2011,22.48357652
333,stlouis,4024000,11/29/2011,22.42694282
334,stlouis,4024000,11/30/2011,21.6907048
335,stlouis,4024000,12/1/2011,24.01268626
336,stlouis,4024000,12/2/2011,22.56852706
337,stlouis,4024000,12/3/2011,18.3776337
338,stlouis,4024000,12/4/2011,26.64615303
339,stlouis,4024000,12/5/2011,21.37921949
340,stlouis,4024000,12/6/2011,18.00951469
341,stlouis,4024000,12/7/2011,12.82753169
342,stlouis,4024000,12/8/2011,14.38495828
343,stlouis,4024000,12/9/2011,24.86219167
344,stlouis,4024000,12/10/2011,13.13901701
345,stlouis,4024000,12/11/2011,16.31050387
346,stlouis,4024000,12/12/2011,28.88318394
347,stlouis,4024000,12/13/2011,24.97545905
348,stlouis,4024000,12/14/2011,23.16318085
349,stlouis,4024000,12/15/2011,22.2287249
350,stlouis,4024000,12/16/2011,20.3031793
351,stlouis,4024000,12/17/2011,18.66080217
352,stlouis,4024000,12/18/2011,17.83961361
353,stlouis,4024000,12/19/2011,20.95446678
354,stlouis,4024000,12/20/2011,20.21822876
355,stlouis,4024000,12/21/2011,17.86793046
356,stlouis,4024000,12/22/2011,17.75466307
357,stlouis,4024000,12/23/2011,19.53862443
358,stlouis,4024000,12/24/2011,19.53862443
359,stlouis,4024000,12/25/2011,17.01842505
360,stlouis,4024000,12/26/2011,19.51030758
361,stlouis,4024000,12/27/2011,20.16159506
362,stlouis,4024000,12/28/2011,19.14218857
363,stlouis,4024000,12/29/2011,18.15109893
364,stlouis,4024000,12/30/2011,18.26436632
365,stlouis,4024000,12/31/2011,19.3970402
366,stlouis,4024000,1/1/2012,19.28377281
367,stlouis,4024000,1/2/2012,19.99169398
368,stlouis,4024000,1/3/2012,18.97228749
369,stlouis,4024000,1/4/2012,18.20773262
370,stlouis,4024000,1/5/2012,19.25545596
371,stlouis,4024000,1/6/2012,20.61466462
372,stlouis,4024000,1/7/2012,20.98278363
373,stlouis,4024000,1/8/2012,20.727932
374,stlouis,4024000,1/9/2012,20.35981299
375,stlouis,4024000,1/10/2012,20.727932
376,stlouis,4024000,1/11/2012,21.63407111
377,stlouis,4024000,1/12/2012,20.04832768
378,stlouis,4024000,1/13/2012,19.08555488
379,stlouis,4024000,1/14/2012,17.78297992
380,stlouis,4024000,1/15/2012,19.62357497
381,stlouis,4024000,1/16/2012,20.61466462
382,stlouis,4024000,1/17/2012,20.47308038
383,stlouis,4024000,1/18/2012,20.35981299
384,stlouis,4024000,1/19/2012,18.17941577
385,stlouis,4024000,1/20/2012,15.99901856
386,stlouis,4024000,1/21/2012,14.01683927
387,stlouis,4024000,1/22/2012,15.14951315
388,stlouis,4024000,1/23/2012,15.99901856
389,stlouis,4024000,1/24/2012,16.36713757
390,stlouis,4024000,1/25/2012,16.31050387
391,stlouis,4024000,1/26/2012,18.83070326
392,stlouis,4024000,1/27/2012,20.04832768
393,stlouis,4024000,1/28/2012,19.53862443
394,stlouis,4024000,1/29/2012,19.62357497
395,stlouis,4024000,1/30/2012,19.76515921
396,stlouis,4024000,1/31/2012,20.86951624
397,stlouis,4024000,2/1/2012,20.89783309
398,stlouis,4024000,2/2/2012,19.05723803
399,stlouis,4024000,2/3/2012,19.87842659
400,stlouis,4024000,2/4/2012,21.60575426
401,stlouis,4024000,2/5/2012,20.35981299
402,stlouis,4024000,2/6/2012,19.8217929
403,stlouis,4024000,2/7/2012,19.53862443
404,stlouis,4024000,2/8/2012,20.98278363
405,stlouis,4024000,2/9/2012,20.02001083
406,stlouis,4024000,2/10/2012,20.38812984
407,stlouis,4024000,2/11/2012,18.83070326
408,stlouis,4024000,2/12/2012,16.62198919
409,stlouis,4024000,2/13/2012,17.952881
410,stlouis,4024000,2/14/2012,18.74575271
411,stlouis,4024000,2/15/2012,19.31208965
412,stlouis,4024000,2/16/2012,19.85010975
413,stlouis,4024000,2/17/2012,18.83070326
414,stlouis,4024000,2/18/2012,18.71743587
415,stlouis,4024000,2/19/2012,18.68911902
416,stlouis,4024000,2/20/2012,19.19882227
417,stlouis,4024000,2/21/2012,20.41644669
418,stlouis,4024000,2/22/2012,20.18991191
419,stlouis,4024000,2/23/2012,19.36872335
420,stlouis,4024000,2/24/2012,18.94397064
421,stlouis,4024000,2/25/2012,19.45367389
422,stlouis,4024000,2/26/2012,21.37921949
423,stlouis,4024000,2/27/2012,21.57743741
424,stlouis,4024000,2/28/2012,19.62357497
425,stlouis,4024000,2/29/2012,21.91723958
426,stlouis,4024000,3/1/2012,21.80397219
427,stlouis,4024000,3/2/2012,22.93664607
428,stlouis,4024000,3/3/2012,21.6907048
429,stlouis,4024000,3/4/2012,21.83228904
430,stlouis,4024000,3/5/2012,22.42694282
431,stlouis,4024000,3/6/2012,22.34199228
432,stlouis,4024000,3/7/2012,22.56852706
433,stlouis,4024000,3/8/2012,23.27644823
434,stlouis,4024000,3/9/2012,22.51189337
435,stlouis,4024000,3/10/2012,23.30476508
436,stlouis,4024000,3/11/2012,25.31526122
437,stlouis,4024000,3/12/2012,29.16635241
438,stlouis,4024000,3/13/2012,39.07724886
439,stlouis,4024000,3/14/2012,53.8020093
440,stlouis,4024000,3/15/2012,60.59805258
441,stlouis,4024000,3/16/2012,59.4653787
442,stlouis,4024000,3/17/2012,59.74854717
443,stlouis,4024000,3/18/2012,58.89904176
444,stlouis,4024000,3/19/2012,60.31488411
445,stlouis,4024000,3/20/2012,65.41191657
446,stlouis,4024000,3/21/2012,66.26142198
447,stlouis,4024000,3/22/2012,64.56241116
448,stlouis,4024000,3/23/2012,67.11092739
449,stlouis,4024000,3/24/2012,61.44755799
450,stlouis,4024000,3/25/2012,59.74854717
451,stlouis,4024000,3/26/2012,54.36834624
452,stlouis,4024000,3/27/2012,54.36834624
453,stlouis,4024000,3/28/2012,49.27131378
454,stlouis,4024000,3/29/2012,45.59012367
455,stlouis,4024000,3/30/2012,47.00596602
456,stlouis,4024000,3/31/2012,48.42180837
457,stlouis,4024000,4/1/2012,52.10299848
458,stlouis,4024000,4/2/2012,53.23567236
459,stlouis,4024000,4/3/2012,52.38616695
460,stlouis,4024000,4/4/2012,51.25349307
461,stlouis,4024000,4/5/2012,49.27131378
462,stlouis,4024000,4/6/2012,45.3069552
463,stlouis,4024000,4/7/2012,43.60794438
464,stlouis,4024000,4/8/2012,43.32477591
465,stlouis,4024000,4/9/2012,42.75843897
466,stlouis,4024000,4/10/2012,38.22774345
467,stlouis,4024000,4/11/2012,36.24556416
468,stlouis,4024000,4/12/2012,35.67922722
469,stlouis,4024000,4/13/2012,32.84754252
470,stlouis,4024000,4/14/2012,35.39605875
471,stlouis,4024000,4/15/2012,38.22774345
472,stlouis,4024000,4/16/2012,78.43766619
473,stlouis,4024000,4/17/2012,128.5584854
474,stlouis,4024000,4/18/2012,143.5664143
475,stlouis,4024000,4/19/2012,161.4060279
476,stlouis,4024000,4/20/2012,167.6357342
477,stlouis,4024000,4/21/2012,154.3268162
478,stlouis,4024000,4/22/2012,146.9644359
479,stlouis,4024000,4/23/2012,146.1149305
480,stlouis,4024000,4/24/2012,144.1327512
481,stlouis,4024000,4/25/2012,136.2040341
482,stlouis,4024000,4/26/2012,133.6555178
483,stlouis,4024000,4/27/2012,125.1604637
484,stlouis,4024000,4/28/2012,112.7010511
485,stlouis,4024000,4/29/2012,101.6574807
486,stlouis,4024000,4/30/2012,91.46341581
487,stlouis,4024000,5/1/2012,85.23370947
488,stlouis,4024000,5/2/2012,86.08321488
489,stlouis,4024000,5/3/2012,91.46341581
490,stlouis,4024000,5/4/2012,109.8693664
491,stlouis,4024000,5/5/2012,111.0020402
492,stlouis,4024000,5/6/2012,102.5069861
493,stlouis,4024000,5/7/2012,100.5248069
494,stlouis,4024000,5/8/2012,93.16242663
495,stlouis,4024000,5/9/2012,91.46341581
496,stlouis,4024000,5/10/2012,85.80004641
497,stlouis,4024000,5/11/2012,81.83568783
498,stlouis,4024000,5/12/2012,71.35845444
499,stlouis,4024000,5/13/2012,65.69508504
500,stlouis,4024000,5/14/2012,61.44755799
501,stlouis,4024000,5/15/2012,56.633694
502,stlouis,4024000,5/16/2012,47.28913449
503,stlouis,4024000,5/17/2012,43.04160744
504,stlouis,4024000,5/18/2012,42.4752705
505,stlouis,4024000,5/19/2012,41.05942815
506,stlouis,4024000,5/20/2012,71.07528597
507,stlouis,4024000,5/21/2012,134.5050233
508,stlouis,4024000,5/22/2012,146.6812675
509,stlouis,4024000,5/23/2012,135.0713602
510,stlouis,4024000,5/24/2012,300.1585782
511,stlouis,4024000,5/25/2012,521.0299848
512,stlouis,4024000,5/26/2012,492.7131378
513,stlouis,4024000,5/27/2012,441.7428132
514,stlouis,4024000,5/28/2012,506.8715613
515,stlouis,4024000,5/29/2012,580.4953635
516,stlouis,4024000,5/30/2012,594.653787
517,stlouis,4024000,5/31/2012,557.8418859
518,stlouis,4024000,6/1/2012,495.5448225
519,stlouis,4024000,6/2/2012,413.4259662
520,stlouis,4024000,6/3/2012,339.802164
521,stlouis,4024000,6/4/2012,286.0001547
522,stlouis,4024000,6/5/2012,242.3922103
523,stlouis,4024000,6/6/2012,205.8634777
524,stlouis,4024000,6/7/2012,170.1842505
525,stlouis,4024000,6/8/2012,150.9287945
526,stlouis,4024000,6/9/2012,129.9743277
527,stlouis,4024000,6/10/2012,112.7010511
528,stlouis,4024000,6/11/2012,103.9228285
529,stlouis,4024000,6/12/2012,99.95846991
530,stlouis,4024000,6/13/2012,89.19806805
531,stlouis,4024000,6/14/2012,80.98618242
532,stlouis,4024000,6/15/2012,85.51687794
533,stlouis,4024000,6/16/2012,86.64955182
534,stlouis,4024000,6/17/2012,94.86143745
535,stlouis,4024000,6/18/2012,119.7802628
536,stlouis,4024000,6/19/2012,150.9287945
537,stlouis,4024000,6/20/2012,1016.574807
538,stlouis,4024000,6/21/2012,1274.258115
539,stlouis,4024000,6/22/2012,1211.961052
540,stlouis,4024000,6/23/2012,1121.347141
541,stlouis,4024000,6/24/2012,1070.376817
542,stlouis,4024000,6/25/2012,1016.574807
543,stlouis,4024000,6/26/2012,880.6539417
544,stlouis,4024000,6/27/2012,713.5845444
545,stlouis,4024000,6/28/2012,549.3468318
546,stlouis,4024000,6/29/2012,407.7625968
547,stlouis,4024000,6/30/2012,300.1585782
548,stlouis,4024000,7/1/2012,234.4634932
549,stlouis,4024000,7/2/2012,184.0595055
550,stlouis,4024000,7/3/2012,169.6179135
551,stlouis,4024000,7/4/2012,174.1486091
552,stlouis,4024000,7/5/2012,167.9189027
553,stlouis,4024000,7/6/2012,150.9287945
554,stlouis,4024000,7/7/2012,141.3010665
555,stlouis,4024000,7/8/2012,131.1070016
556,stlouis,4024000,7/9/2012,121.1961052
557,stlouis,4024000,7/10/2012,112.7010511
558,stlouis,4024000,7/11/2012,102.2238177
559,stlouis,4024000,7/12/2012,92.31292122
560,stlouis,4024000,7/13/2012,86.36638335
561,stlouis,4024000,7/14/2012,76.73865537
562,stlouis,4024000,7/15/2012,75.03964455
563,stlouis,4024000,7/16/2012,66.54459045
564,stlouis,4024000,7/17/2012,67.9604328
565,stlouis,4024000,7/18/2012,57.20003094
566,stlouis,4024000,7/19/2012,53.8020093
567,stlouis,4024000,7/20/2012,49.83765072
568,stlouis,4024000,7/21/2012,46.43962908
569,stlouis,4024000,7/22/2012,43.04160744
570,stlouis,4024000,7/23/2012,41.62576509
571,stlouis,4024000,7/24/2012,35.67922722
572,stlouis,4024000,7/25/2012,41.62576509
573,stlouis,4024000,7/26/2012,51.53666154
574,stlouis,4024000,7/27/2012,60.59805258
575,stlouis,4024000,7/28/2012,58.89904176
576,stlouis,4024000,7/29/2012,50.9703246
577,stlouis,4024000,7/30/2012,50.9703246
578,stlouis,4024000,7/31/2012,49.83765072
579,stlouis,4024000,8/1/2012,50.40398766
580,stlouis,4024000,8/2/2012,48.98814531
581,stlouis,4024000,8/3/2012,43.60794438
582,stlouis,4024000,8/4/2012,46.72279755
