location,station_name,country,j.date,temp,year.true,year.modify,complete,date,month,week,day
genesee,ROCHESTER GTR INTL,us,123,11.42604167,2011,2011,1,5/3/2011,5,17,3
genesee,ROCHESTER GTR INTL,us,124,10.15625,2011,2011,1,5/4/2011,5,17,4
genesee,ROCHESTER GTR INTL,us,125,9.7625,2011,2011,1,5/5/2011,5,17,5
genesee,ROCHESTER GTR INTL,us,126,11.16354167,2011,2011,1,5/6/2011,5,18,6
genesee,ROCHESTER GTR INTL,us,127,11.771875,2011,2011,1,5/7/2011,5,18,7
genesee,ROCHESTER GTR INTL,us,128,12.05,2011,2011,1,5/8/2011,5,18,8
genesee,ROCHESTER GTR INTL,us,129,12.175,2011,2011,1,5/9/2011,5,18,9
genesee,ROCHESTER GTR INTL,us,130,12.10833333,2011,2011,1,5/10/2011,5,18,10
genesee,ROCHESTER GTR INTL,us,131,12.22083333,2011,2011,1,5/11/2011,5,18,11
genesee,ROCHESTER GTR INTL,us,132,12.871875,2011,2011,1,5/12/2011,5,18,12
genesee,ROCHESTER GTR INTL,us,133,13.75520833,2011,2011,1,5/13/2011,5,19,13
genesee,ROCHESTER GTR INTL,us,134,14.446875,2011,2011,1,5/14/2011,5,19,14
genesee,ROCHESTER GTR INTL,us,135,14.17916667,2011,2011,1,5/15/2011,5,19,15
genesee,ROCHESTER GTR INTL,us,136,11.92291667,2011,2011,1,5/16/2011,5,19,16
genesee,ROCHESTER GTR INTL,us,137,10.89263158,2011,2011,1,5/17/2011,5,19,17
genesee,ROCHESTER GTR INTL,us,138,12.08541667,2011,2011,1,5/18/2011,5,19,18
genesee,ROCHESTER GTR INTL,us,139,13.85578947,2011,2011,1,5/19/2011,5,19,19
genesee,ROCHESTER GTR INTL,us,140,14.675,2011,2011,1,5/20/2011,5,20,20
genesee,ROCHESTER GTR INTL,us,141,15.275,2011,2011,1,5/21/2011,5,20,21
genesee,ROCHESTER GTR INTL,us,142,15.38854167,2011,2011,1,5/22/2011,5,20,22
genesee,ROCHESTER GTR INTL,us,143,15.265625,2011,2011,1,5/23/2011,5,20,23
genesee,ROCHESTER GTR INTL,us,144,15.93684211,2011,2011,1,5/24/2011,5,20,24
genesee,ROCHESTER GTR INTL,us,145,16.76458333,2011,2011,1,5/25/2011,5,20,25
genesee,ROCHESTER GTR INTL,us,146,17.39375,2011,2011,1,5/26/2011,5,20,26
genesee,ROCHESTER GTR INTL,us,147,17.07708333,2011,2011,1,5/27/2011,5,21,27
genesee,ROCHESTER GTR INTL,us,148,16.53125,2011,2011,1,5/28/2011,5,21,28
genesee,ROCHESTER GTR INTL,us,149,17.37604167,2011,2011,1,5/29/2011,5,21,29
genesee,ROCHESTER GTR INTL,us,150,18.81145833,2011,2011,1,5/30/2011,5,21,30
genesee,ROCHESTER GTR INTL,us,151,19.63020833,2011,2011,1,5/31/2011,5,21,31
genesee,ROCHESTER GTR INTL,us,152,20.31458333,2011,2011,1,6/1/2011,6,21,1
genesee,ROCHESTER GTR INTL,us,153,20.31458333,2011,2011,1,6/2/2011,6,21,2
genesee,ROCHESTER GTR INTL,us,154,19.22105263,2011,2011,1,6/3/2011,6,22,3
genesee,ROCHESTER GTR INTL,us,155,19.22708333,2011,2011,1,6/4/2011,6,22,4
genesee,ROCHESTER GTR INTL,us,156,19.64270833,2011,2011,1,6/5/2011,6,22,5
genesee,ROCHESTER GTR INTL,us,157,20.51458333,2011,2011,1,6/6/2011,6,22,6
genesee,ROCHESTER GTR INTL,us,158,20.64479167,2011,2011,1,6/7/2011,6,22,7
genesee,ROCHESTER GTR INTL,us,159,21.015625,2011,2011,1,6/8/2011,6,22,8
genesee,ROCHESTER GTR INTL,us,160,21.79583333,2011,2011,1,6/9/2011,6,22,9
genesee,ROCHESTER GTR INTL,us,161,22.18333333,2011,2011,1,6/10/2011,6,23,10
genesee,ROCHESTER GTR INTL,us,162,22.33645833,2011,2011,1,6/11/2011,6,23,11
genesee,ROCHESTER GTR INTL,us,163,22.18645833,2011,2011,1,6/12/2011,6,23,12
genesee,ROCHESTER GTR INTL,us,164,21.225,2011,2011,1,6/13/2011,6,23,13
genesee,ROCHESTER GTR INTL,us,165,20.31145833,2011,2011,1,6/14/2011,6,23,14
genesee,ROCHESTER GTR INTL,us,166,20.16770833,2011,2011,1,6/15/2011,6,23,15
genesee,ROCHESTER GTR INTL,us,167,20.09895833,2011,2011,1,6/16/2011,6,23,16
genesee,ROCHESTER GTR INTL,us,168,20.48333333,2011,2011,1,6/17/2011,6,24,17
genesee,ROCHESTER GTR INTL,us,169,20.75208333,2011,2011,1,6/18/2011,6,24,18
genesee,ROCHESTER GTR INTL,us,170,21.36770833,2011,2011,1,6/19/2011,6,24,19
genesee,ROCHESTER GTR INTL,us,171,21.89791667,2011,2011,1,6/20/2011,6,24,20
genesee,ROCHESTER GTR INTL,us,172,22.53541667,2011,2011,1,6/21/2011,6,24,21
genesee,ROCHESTER GTR INTL,us,173,22.671875,2011,2011,1,6/22/2011,6,24,22
genesee,ROCHESTER GTR INTL,us,174,23.06979167,2011,2011,1,6/23/2011,6,24,23
genesee,ROCHESTER GTR INTL,us,175,23.03125,2011,2011,1,6/24/2011,6,25,24
genesee,ROCHESTER GTR INTL,us,176,22.53541667,2011,2011,1,6/25/2011,6,25,25
genesee,ROCHESTER GTR INTL,us,177,21.709375,2011,2011,1,6/26/2011,6,25,26
genesee,ROCHESTER GTR INTL,us,178,21.3625,2011,2011,1,6/27/2011,6,25,27
genesee,ROCHESTER GTR INTL,us,179,21.76666667,2011,2011,1,6/28/2011,6,25,28
genesee,ROCHESTER GTR INTL,us,180,21.49895833,2011,2011,1,6/29/2011,6,25,29
genesee,ROCHESTER GTR INTL,us,181,21.39895833,2011,2011,1,6/30/2011,6,25,30
genesee,ROCHESTER GTR INTL,us,182,21.746875,2011,2011,1,7/1/2011,7,26,1
genesee,ROCHESTER GTR INTL,us,183,22.371875,2011,2011,1,7/2/2011,7,26,2
genesee,ROCHESTER GTR INTL,us,184,23.43854167,2011,2011,1,7/3/2011,7,26,3
genesee,ROCHESTER GTR INTL,us,185,23.90729167,2011,2011,1,7/4/2011,7,26,4
genesee,ROCHESTER GTR INTL,us,186,24.146875,2011,2011,1,7/5/2011,7,26,5
genesee,ROCHESTER GTR INTL,us,187,24.77083333,2011,2011,1,7/6/2011,7,26,6
genesee,ROCHESTER GTR INTL,us,188,25.275,2011,2011,1,7/7/2011,7,26,7
genesee,ROCHESTER GTR INTL,us,189,25.30416667,2011,2011,1,7/8/2011,7,27,8
genesee,ROCHESTER GTR INTL,us,190,25.38020833,2011,2011,1,7/9/2011,7,27,9
genesee,ROCHESTER GTR INTL,us,191,25.196875,2011,2011,1,7/10/2011,7,27,10
genesee,ROCHESTER GTR INTL,us,192,25.453125,2011,2011,1,7/11/2011,7,27,11
genesee,ROCHESTER GTR INTL,us,193,25.71354167,2011,2011,1,7/12/2011,7,27,12
genesee,ROCHESTER GTR INTL,us,194,26.046875,2011,2011,1,7/13/2011,7,27,13
genesee,ROCHESTER GTR INTL,us,195,25.990625,2011,2011,1,7/14/2011,7,27,14
genesee,ROCHESTER GTR INTL,us,196,25.76666667,2011,2011,1,7/15/2011,7,28,15
genesee,ROCHESTER GTR INTL,us,197,25.85833333,2011,2011,1,7/16/2011,7,28,16
genesee,ROCHESTER GTR INTL,us,198,26.22708333,2011,2011,1,7/17/2011,7,28,17
genesee,ROCHESTER GTR INTL,us,199,26.49230769,2011,2011,1,7/18/2011,7,28,18
genesee,ROCHESTER GTR INTL,us,200,27.07395833,2011,2011,1,7/19/2011,7,28,19
genesee,ROCHESTER GTR INTL,us,201,27.21041667,2011,2011,1,7/20/2011,7,28,20
genesee,ROCHESTER GTR INTL,us,202,27.63020833,2011,2011,1,7/21/2011,7,28,21
genesee,ROCHESTER GTR INTL,us,203,28.63541667,2011,2011,1,7/22/2011,7,29,22
genesee,ROCHESTER GTR INTL,us,204,29.21041667,2011,2011,1,7/23/2011,7,29,23
genesee,ROCHESTER GTR INTL,us,205,29.10729167,2011,2011,1,7/24/2011,7,29,24
genesee,ROCHESTER GTR INTL,us,206,28.61458333,2011,2011,1,7/25/2011,7,29,25
genesee,ROCHESTER GTR INTL,us,207,27.85520833,2011,2011,1,7/26/2011,7,29,26
genesee,ROCHESTER GTR INTL,us,208,27.52083333,2011,2011,1,7/27/2011,7,29,27
genesee,ROCHESTER GTR INTL,us,209,26.87395833,2011,2011,1,7/28/2011,7,29,28
genesee,ROCHESTER GTR INTL,us,210,26.46041667,2011,2011,1,7/29/2011,7,30,29
genesee,ROCHESTER GTR INTL,us,211,26.28541667,2011,2011,1,7/30/2011,7,30,30
genesee,ROCHESTER GTR INTL,us,212,26.2125,2011,2011,1,7/31/2011,7,30,31
genesee,ROCHESTER GTR INTL,us,213,26.19479167,2011,2011,1,8/1/2011,8,30,1
genesee,ROCHESTER GTR INTL,us,214,26.171875,2011,2011,1,8/2/2011,8,30,2
genesee,ROCHESTER GTR INTL,us,215,26.065625,2011,2011,1,8/3/2011,8,30,3
genesee,ROCHESTER GTR INTL,us,216,25.80729167,2011,2011,1,8/4/2011,8,30,4
genesee,ROCHESTER GTR INTL,us,217,25.94479167,2011,2011,1,8/5/2011,8,31,5
genesee,ROCHESTER GTR INTL,us,218,26.28854167,2011,2011,1,8/6/2011,8,31,6
genesee,ROCHESTER GTR INTL,us,219,26.55104167,2011,2011,1,8/7/2011,8,31,7
genesee,ROCHESTER GTR INTL,us,220,26.72291667,2011,2011,1,8/8/2011,8,31,8
genesee,ROCHESTER GTR INTL,us,221,25.81041667,2011,2011,1,8/9/2011,8,31,9
genesee,ROCHESTER GTR INTL,us,222,24.74583333,2011,2011,1,8/10/2011,8,31,10
genesee,ROCHESTER GTR INTL,us,223,23.90520833,2011,2011,1,8/11/2011,8,31,11
genesee,ROCHESTER GTR INTL,us,224,23.34895833,2011,2011,1,8/12/2011,8,32,12
genesee,ROCHESTER GTR INTL,us,225,23.921875,2011,2011,1,8/13/2011,8,32,13
genesee,ROCHESTER GTR INTL,us,226,22.55625,2011,2011,1,8/14/2011,8,32,14
genesee,ROCHESTER GTR INTL,us,227,22.39791667,2011,2011,1,8/15/2011,8,32,15
genesee,ROCHESTER GTR INTL,us,228,22.51354167,2011,2011,1,8/16/2011,8,32,16
genesee,ROCHESTER GTR INTL,us,229,23.11145833,2011,2011,1,8/17/2011,8,32,17
genesee,ROCHESTER GTR INTL,us,230,23.925,2011,2011,1,8/18/2011,8,32,18
genesee,ROCHESTER GTR INTL,us,231,24.52083333,2011,2011,1,8/19/2011,8,33,19
genesee,ROCHESTER GTR INTL,us,232,23.53645833,2011,2011,1,8/20/2011,8,33,20
genesee,ROCHESTER GTR INTL,us,233,23.425,2011,2011,1,8/21/2011,8,33,21
genesee,ROCHESTER GTR INTL,us,234,23.29479167,2011,2011,1,8/22/2011,8,33,22
genesee,ROCHESTER GTR INTL,us,235,23.19895833,2011,2011,1,8/23/2011,8,33,23
genesee,ROCHESTER GTR INTL,us,236,22.91145833,2011,2011,1,8/24/2011,8,33,24
genesee,ROCHESTER GTR INTL,us,237,22.43541667,2011,2011,1,8/25/2011,8,33,25
genesee,ROCHESTER GTR INTL,us,238,22.28645833,2011,2011,1,8/26/2011,8,34,26
genesee,ROCHESTER GTR INTL,us,239,21.721875,2011,2011,1,8/27/2011,8,34,27
genesee,ROCHESTER GTR INTL,us,240,22.07708333,2011,2011,1,8/28/2011,8,34,28
genesee,ROCHESTER GTR INTL,us,241,22.371875,2011,2011,1,8/29/2011,8,34,29
genesee,ROCHESTER GTR INTL,us,242,22.584375,2011,2011,1,8/30/2011,8,34,30
genesee,ROCHESTER GTR INTL,us,243,23.08020833,2011,2011,1,8/31/2011,8,34,31
genesee,ROCHESTER GTR INTL,us,244,24.10625,2011,2011,1,9/1/2011,9,34,1
genesee,ROCHESTER GTR INTL,us,245,24.728125,2011,2011,1,9/2/2011,9,35,2
genesee,ROCHESTER GTR INTL,us,246,24.08645833,2011,2011,1,9/3/2011,9,35,3
genesee,ROCHESTER GTR INTL,us,247,22.75520833,2011,2011,1,9/4/2011,9,35,4
genesee,ROCHESTER GTR INTL,us,248,21.99375,2011,2011,1,9/5/2011,9,35,5
genesee,ROCHESTER GTR INTL,us,249,21.49375,2011,2011,1,9/6/2011,9,35,6
genesee,ROCHESTER GTR INTL,us,250,21.303125,2011,2011,1,9/7/2011,9,35,7
genesee,ROCHESTER GTR INTL,us,251,21.35416667,2011,2011,1,9/8/2011,9,35,8
genesee,ROCHESTER GTR INTL,us,252,21.05416667,2011,2011,1,9/9/2011,9,36,9
genesee,ROCHESTER GTR INTL,us,253,21.14791667,2011,2011,1,9/10/2011,9,36,10
genesee,ROCHESTER GTR INTL,us,254,21.38229167,2011,2011,1,9/11/2011,9,36,11
genesee,ROCHESTER GTR INTL,us,255,21.071875,2011,2011,1,9/12/2011,9,36,12
genesee,ROCHESTER GTR INTL,us,256,20.69270833,2011,2011,1,9/13/2011,9,36,13
genesee,ROCHESTER GTR INTL,us,257,19.93958333,2011,2011,1,9/14/2011,9,36,14
genesee,ROCHESTER GTR INTL,us,258,19.31666667,2011,2011,1,9/15/2011,9,36,15
genesee,ROCHESTER GTR INTL,us,259,18.73645833,2011,2011,1,9/16/2011,9,37,16
genesee,ROCHESTER GTR INTL,us,260,18.390625,2011,2011,1,9/17/2011,9,37,17
genesee,ROCHESTER GTR INTL,us,261,18.34791667,2011,2011,1,9/18/2011,9,37,18
genesee,ROCHESTER GTR INTL,us,262,18.634375,2011,2011,1,9/19/2011,9,37,19
genesee,ROCHESTER GTR INTL,us,263,19.26354167,2011,2011,1,9/20/2011,9,37,20
genesee,ROCHESTER GTR INTL,us,264,19.43333333,2011,2011,1,9/21/2011,9,37,21
genesee,ROCHESTER GTR INTL,us,265,19.775,2011,2011,1,9/22/2011,9,37,22
genesee,ROCHESTER GTR INTL,us,266,20.08541667,2011,2011,1,9/23/2011,9,38,23
genesee,ROCHESTER GTR INTL,us,267,20.66458333,2011,2011,1,9/24/2011,9,38,24
genesee,ROCHESTER GTR INTL,us,268,20.95,2011,2011,1,9/25/2011,9,38,25
genesee,ROCHESTER GTR INTL,us,269,20.95104167,2011,2011,1,9/26/2011,9,38,26
genesee,ROCHESTER GTR INTL,us,270,20.178125,2011,2011,1,9/27/2011,9,38,27
genesee,ROCHESTER GTR INTL,us,271,19.38229167,2011,2011,1,9/28/2011,9,38,28
genesee,ROCHESTER GTR INTL,us,272,17.865625,2011,2011,1,9/29/2011,9,38,29
genesee,ROCHESTER GTR INTL,us,273,16.31354167,2011,2011,1,9/30/2011,9,39,30
genesee,ROCHESTER GTR INTL,us,274,15.35520833,2011,2011,1,10/1/2011,10,39,1
genesee,ROCHESTER GTR INTL,us,275,13.86875,2011,2011,1,10/2/2011,10,39,2
genesee,ROCHESTER GTR INTL,us,276,13.46354167,2011,2011,1,10/3/2011,10,39,3
genesee,ROCHESTER GTR INTL,us,277,13.58125,2011,2011,1,10/4/2011,10,39,4
genesee,ROCHESTER GTR INTL,us,278,13.69895833,2011,2011,1,10/5/2011,10,39,5
genesee,ROCHESTER GTR INTL,us,279,14.11145833,2011,2011,1,10/6/2011,10,39,6
genesee,ROCHESTER GTR INTL,us,280,14.57395833,2011,2011,1,10/7/2011,10,40,7
genesee,ROCHESTER GTR INTL,us,281,15.175,2011,2011,1,10/8/2011,10,40,8
genesee,ROCHESTER GTR INTL,us,282,15.5875,2011,2011,1,10/9/2011,10,40,9
genesee,ROCHESTER GTR INTL,us,283,16.17916667,2011,2011,1,10/10/2011,10,40,10
genesee,ROCHESTER GTR INTL,us,284,16.20208333,2011,2011,1,10/11/2011,10,40,11
genesee,ROCHESTER GTR INTL,us,285,16.6125,2011,2011,1,10/12/2011,10,40,12
genesee,ROCHESTER GTR INTL,us,286,15.58229167,2011,2011,1,10/13/2011,10,40,13
